URL,Status_Code,Title,Meta_Description,H1,H2s,Canonical,Meta_Robots,Word_Count,Internal_Links,External_Links,Image_Count,Images_With_Alt_Count
https://www.ikea.com/in/en/cat/stockholm-collection-11989/,200,STOCKHOLM collection - IKEA,"Explore an IKEA furniture collection that celebrates Scandinavian design in our STOCKHOLM collection. The series includes plush sofas, woven carpets, nesting tables and cabinets, and smaller home furnishing accessories including serving trays, cushion covers and vases.",STOCKHOLM collection,Sort and Filter | Results list,https://www.ikea.com/in/en/cat/stockholm-collection-11989/,"index, follow",583,59,0,55,55
https://www.ikea.com/in/en/cat/maevinn-collection-60762/,200,Buy Handmade Basket And Cushion Cover - MÄVINN Collection - IKEA,Explore the handmade and unique MÄVINN collection. Support social enterprises and shop now.,MÄVINN collection,Sort and Filter | Results list,https://www.ikea.com/in/en/cat/maevinn-collection-60762/,"index, follow",375,39,0,36,36
https://www.ikea.com/in/en/cat/gokvaella-collection-60744/,200,Buy Place Mat - GOKVÄLLÅ Middle East Collection - IKEA,"Illuminate your home with the GOKVÄLLÅ collection. Inspired by Middle East tile patterns, find tableware, cushion covers, lanterns, and more to make your home shine. Shop now.",GOKVÄLLÅ collection,Sort and Filter | Results list,https://www.ikea.com/in/en/cat/gokvaella-collection-60744/,"index, follow",103,5,0,2,2
https://www.ikea.com/in/en/cat/collection-collections/,200,Explore IKEA Collections - IKEA,Discover the latest and timeless IKEA collections for your home and lifestyle. Shop now for curated sets and designs that complement any decor style.,Collection,For the love of jute and cotton with the MÄVINN collection,https://www.ikea.com/in/en/cat/collection-collections/,"index, follow",46,3,0,5,5
https://www.ikea.com/in/en/customer-service/,200,Customer service - IKEA,"We´ll help you to find the answer or connect with an advisor  by call, chat or mail. You can check the time that we´´re available and send us a message.",Customer service,Service hours update | Helping you help yourself | Frequently Asked Questions,https://www.ikea.com/in/en/customer-service/,"index, follow",759,17,0,2,2
https://www.ikea.com/in/en/customer-service/support/,200,Customer service - how can we help you?,"Want to contact IKEA? No problem. Contact us today via phone, email or chat. Select the topic and we will help you on the right channel.",,,https://www.ikea.com/in/en/customer-service/support//,noindex,11,1,0,0,0
https://www.ikea.com/in/en/customer-service/services/,200,Services - IKEA,Services,Services,Furniture or interior advice | Delivery and transport | Assembly and install,https://www.ikea.com/in/en/customer-service/services/,"index, follow",305,11,0,0,0
https://www.ikea.com/in/en/purchases/lookup/,200,Purchase History,,,,,max-image-preview:large,6,1,0,0,0
https://www.ikea.com/in/en/customer-service/we-can-help-you-shop-pub633bfb80/,200,We can help you shop  - IKEA,We can help you shop,We can help you shop,Step 1 | Step 2 | Step 3,https://www.ikea.com/in/en/customer-service/we-can-help-you-shop-pub633bfb80/,"index, follow",134,3,0,4,4
https://www.ikea.com/in/en/customer-service/shopping-at-ikea/,200,Shopping at IKEA - IKEA,"There are many ways to shop at IKEA. You can visit our store, or shop online via our IKEA's website or mobile app. You can also choose to shop via our customer service service assistance over a phone call.",Shopping at IKEA,IKEA stores and order and collection point | Know your store | IKEA.com,https://www.ikea.com/in/en/customer-service/shopping-at-ikea/,"index, follow",1484,19,0,7,7
https://www.ikea.com/in/en/customer-service/faq-pub7f08ed41/,200,Frequently Asked Questions - IKEA,Frequently Asked Questions,Frequently Asked Questions,,https://www.ikea.com/in/en/customer-service/faq-pub7f08ed41/,"index, follow",9140,32,13,8,0
https://www.ikea.com/in/en/customer-service/track-manage-order/,200,Track and manage your order - IKEA,Track and manage your order,Damaged articles claim,Manage your order,https://www.ikea.com/in/en/customer-service/track-manage-order/,"index, follow",180,4,0,0,0
https://www.ikea.com/in/en/planners/,200,Planning tools - IKEA,"Find our planning tools for areas around the home like the kitchen, office, and bathoom, and for specific organisation products, and even modular sofas.",Design and planning,Reimagine your home with IKEA Kreativ | Plan your room in the finest detail | Plan and design your kitchen,https://www.ikea.com/in/en/planners/,"index, follow",446,28,1,20,20
https://www.ikea.com/in/en/customer-service/support/t/yeratoEhz3LZX0JUMZklX/,200,Customer service - how can we help you?,"Want to contact IKEA? No problem. Contact us today via phone, email or chat. Select the topic and we will help you on the right channel.",,,https://www.ikea.com/in/en/customer-service/support//,noindex,11,1,0,0,0
https://www.ikea.com/in/en/ikea-business/,200,IKEA for Business can save you time and money - IKEA,"Looking for business to business furniture for your company? Find your furnishings plus guidance, delivery, assembly and invoicing. Click to see how. IKEA Business Network is now live!",IKEA for Business,Explore the page | Inspiration to make your workspace better | Shop now and get up to Rs.5 Lakh* back!,https://www.ikea.com/in/en/ikea-business/,"index, follow",583,70,0,33,33
https://www.ikea.com/in/en/ikea-business/contact-us-pub72a46af0/,200,IKEA for Business Contact Us - IKEA,"Searching for ways to renew your business space? Whether you are preparing to open a restaurant or update an office, we have plenty of fresh styles, moods and solutions right here.",Reach out to us,,https://www.ikea.com/in/en/ikea-business/contact-us-pub72a46af0/,"index, follow",292,4,0,1,1
https://www.ikea.com/in/en/ikea-business/ikea-business-testimonials-pubc58c6f10/,200,IKEA Business testimonials - IKEA,"Our business and interior design experts help companies daily to change and renew the interior, in all types of businesses. Take a closer look at some of our previous interior design assignments, with flexible, affordable and more sustainable solutions.",IKEA Business testimonials,"PLASA – an office on top of the vibrant IKEA store in Bangalore​ | Hotel Eagles Nest – a place to relax at the Himalayan foothills​ | CIIE.CO, IIM-Ahmedabad",https://www.ikea.com/in/en/ikea-business/ikea-business-testimonials-pubc58c6f10/,"index, follow",172,15,0,12,3
https://www.ikea.com/in/en/ikea-business/brochures-pubb38aea80/,200,IKEA for Business Brochures - IKEA,"IKEA for Business Brochures to plan from workspace to kirchesns,bedroom and more.",IKEA for Business Brochures,Warranty | ,https://www.ikea.com/in/en/ikea-business/brochures-pubb38aea80/,"index, follow",89,15,0,9,9
https://www.ikea.com/in/en/ikea-business/corporate-gifting-pubd2e3d6f0/,200,Corporate & Festive Gifts - IKEA,"Discover thoughtful corporate gifts, festive gifting ideas, and onboarding gift kits from IKEA India. Explore curated gifts for home, office, and special moments.",Corporate gifts for every workday moment,Gifts that make festive moments glow | Festive gifting catalogue | ,https://www.ikea.com/in/en/ikea-business/corporate-gifting-pubd2e3d6f0/,"index, follow",1066,134,0,112,112
https://www.ikea.com/in/en/ikea-business/empowering-your-business-to-take-climate-action-pub0865ede0/,200,Empowering your business to take climate action - IKEA,"Drive positive change and strengthen your business by empowering climate action. Join our trusted sustainability partner, the SME Climate Hub, and get started today",Empowering your business to take climate action,"Join our trusted sustainability partner, the SME Climate Hub, and get started today.",https://www.ikea.com/in/en/ikea-business/empowering-your-business-to-take-climate-action-pub0865ede0/,"index, follow",240,2,2,1,0
https://www.ikea.com/in/en/ideas/,200,Inspiration & ideas - IKEA,"Looking for some inspiration, smart ideas and great products for every corner of your life at home? We have all the furniture you could need, and the know-how to see that you get the best home interior design for your living space. Time to enjoy a better everyday, in every room in your home.",Inspiration & ideas,Explore homes  that reflects your style | More inspiration at your fingertips | 4 Home Office setups that are taking over 2025,https://www.ikea.com/in/en/ideas/,"index, follow",407,60,0,33,33
https://www.ikea.com/in/en/cat/themes-themes/,200,Home Furnishing Products for Themes| Explore Trendy Styles - IKEA,"Explore trendy styles for your home with our Themes collection, offering curated selections to help you achieve the perfect look for every room. Shop Now at IKEA.",Themes,Clean and organised | Home essentials at an affordable price | Make a move to stay in shape,https://www.ikea.com/in/en/cat/themes-themes/,"index, follow",288,6,0,10,10
https://www.ikea.com/in/en/ideas/gift-ideas/,200,"Shop unique, affordable gifts  - IKEA","Bring joy to your favourite people with unique gifts for all occasions. No matter who’s on your mind, shop for the ones that make your everyday life better.","Unique, affordable gifts that are guaranteed to put a smile on their face",Explore these gift ideas for your loved ones | The best gift for every budget | Pick a one-size-fits-all IKEA gift card,https://www.ikea.com/in/en/ideas/gift-ideas/,"index, follow",254,31,0,20,14
https://www.ikea.com/in/en/ideas/everyday-rituals/,200,Everyday rituals for a better everyday life - IKEA,How can you add intent and purpose to make the day more meaningful? Create a better everyday life with rituals to boost your physical and mental wellbeing.,Everyday rituals for a better everyday life,Rituals to rise and shine | Rituals for a great start of the day | Rituals for a meaningful and energising afternoon,https://www.ikea.com/in/en/ideas/everyday-rituals/,"index, follow",557,85,0,40,40
https://www.ikea.com/in/en/ideas/styles/,200,Discover Our Interior Design Styles - IKEA,"Discover your style, the one that truly represents you and adapts perfectly to your personality, whether it's more traditional or cutting-edge modern.",Find your own style,Discover the style that fits you | Boho style | Modern style,https://www.ikea.com/in/en/ideas/styles/,"index, follow",114,7,0,7,7
https://www.ikea.com/in/en/ideas/gallery/,200,Gallery - IKEA,,Gallery,,https://www.ikea.com/in/en/ideas/gallery/,"index, follow",16,2,0,0,0
https://www.ikea.com/in/en/ideas/home-furnishings/,200,A gallery of complete homes in all styles and sizes - IKEA,Looking for inspiration for your home? Check out our gallery with beautiful and affordable home furnishing ideas for every living space and living situation.,Homes,A shared home for privacy and play | More stories from this home | Visit another home,https://www.ikea.com/in/en/ideas/home-furnishings/,"index, follow",238,21,0,15,15
https://www.ikea.com/in/en/campaigns/,200,All campaigns - IKEA,"Browse all our offers, new collections, seasonal activities and more that caters to your home furnishing needs and ideas.",Currently at IKEA,Make space for dreams | Finding the One: Your Perfect Storage Box Awaits | IKEA Family is for everyone,https://www.ikea.com/in/en/campaigns/,"index, follow",240,14,0,19,11
https://www.ikea.com/in/en/ikea-family/,200,IKEA Family - IKEA,"IKEA Family is for everyone. From those whose homes are their passion to those who are just starting out, and need a helping hand. Just by being a member, you will get guaranteed discounts on selected products, food, services. And lots more. Because we know it’s nice to feel appreciated.",Say hej to IKEA Family,Benefits you will love | How to make the most of your club membership | Have questions about the IKEA Family club?,https://www.ikea.com/in/en/ikea-family/,"index, follow",277,19,0,12,0
https://www.ikea.com/in/en/stores/,200,IKEA Stores  - IKEA,Discover the best home furniture stores and online shopping in India. Find stylish and affordable furniture to transform your home. Visit IKEA's nearest store or shop online now.,IKEA Stores,IKEA Hyderabad | IKEA Navi Mumbai | IKEA Worli City Store,https://www.ikea.com/in/en/stores/,"index, follow",1264,28,8,6,6
https://www.ikea.com/in/en/stores/restaurant/,200,IKEA Restaurant  - IKEA,"Pop in for a quick snack or stay for a leisurely breakfast, lunch or dinner – the whole family is welcome. Among the Swedish-style dishes and local specials on the menu, you’ll find healthy, organic and vegetarian options, so everyone leaves satisfied.",Swedish Restaurant,IKEA Bistro | Swedish Main courses | Swedish Food Market,https://www.ikea.com/in/en/stores/restaurant/,"index, follow",272,7,0,5,2
https://www.ikea.com/in/en/customer-service/mobile-apps/,200,Download the IKEA app for a great experience! - IKEA,"The world's most loved home furnishing store at your fingertips. 

Download the IKEA app today, and explore a wide range of affordable, well-designed, and functional home- furnishing solutions for every room in your home.",Download the IKEA app,"Search, find and buy from anywhere",https://www.ikea.com/in/en/customer-service/mobile-apps/,"index, follow",230,2,2,7,0
https://www.ikea.com/in/en/product-guides/sustainable-products/,200,Quick guides to more sustainable living - IKEA,"See tips on how to save energy and water, how to reduce waste, how to throw away less, how to eat more sustainably and how to make furniture live longer.",Guides to more sustainable living,How to save energy at home | How to manage waste at home | How to save water at home,https://www.ikea.com/in/en/product-guides/sustainable-products/,"index, follow",321,14,0,8,8
https://www.ikea.com/in/en/home-design/?itm_campaign=ikea-kreativ&itm_element=LPBanner&itm_content=Inspiration,200,"Inspired design for living spaces, in app or web - IKEA Kreativ","Get ideas in showrooms, design your space, and plan a room in 3D. It’s a fun, easy way to shop for furniture, storage, home office and more. Try IKEA Kreativ!",,,https://www.ikea.com/in/en/home-design/,"index, follow",15,1,0,0,0
https://www.ikea.com/in/en/cat/gaming-furniture-55002/?filters=f-availability%3AAVAILABLE_ONLINE,200,Gaming furniture - Buy gaming furniture online at best price - IKEA,"Buy ultimate gaming furniture from IKEA. Get you gaming chair, gaming table and accessories to play your game comfortably.",Gaming furniture,Flat 15% off* on gaming desks. | Sort and Filter | Results list,https://www.ikea.com/in/en/cat/gaming-furniture-55002/,"index, follow",1386,53,0,44,44
